,P1,P2
4794,P27797,P18850
4795,P27797,P18465
4796,P27797,P02745
4797,P27797,Q14697
4798,P10176,P24311
4799,P10176,P00414
4800,P10176,P15954
4801,P10176,P00395
4802,P10176,P09669
4803,P10176,P00403
4804,P10176,P13073
4805,P25116,P07204
4806,P25116,P43657
4807,P25116,Q99677
4808,P25116,P07225
4809,P25116,P08172
4810,Q8NCM2,P16389
4811,Q8NCM2,O43525
4812,Q8NCM2,O43526
4813,Q8NCM2,Q13303
4814,Q8NCM2,Q9NZV8
4815,Q8NCM2,Q14722
4816,Q8NCM2,Q92953
4817,Q8NCM2,Q14721
4818,P12268,P17812
4819,P12268,P22102
4820,P12268,Q8N142
4821,P12268,P49902
4822,P12268,P20839
4823,P12268,P30520
4824,P08697,P08246
4825,P08697,P02751
4826,P08697,P02679
4827,P08697,P00749
4828,O60427,Q07869
4829,O60427,P19793
4830,Q8IWT1,Q01118
4831,Q8IWT1,Q07699
4832,Q8IWT1,Q9Y5Y9
4833,Q8IWT1,P51168
4834,Q8IWT1,Q99250
4835,Q8IWT1,Q9NY72
4836,Q8IWT1,Q9UQD0
4837,Q8IWT1,P37088
4838,Q8IWT1,Q15858
4839,Q8IWT1,Q14524
4840,Q8IWT1,P35499
4841,Q07864,P49916
4842,Q07864,Q9NR33
4843,Q07864,P12004
4844,Q07864,Q9NRF9
4845,Q07864,P09884
4846,Q8WXA8,Q70Z44
4847,Q07864,P11388
4848,Q8WXA8,P46098
4849,P54619,Q13085
4850,P54619,P10636
4851,P54619,Q14457
4852,P54619,P48357
4853,P54619,P11142
4854,P54619,Q9UGI9
4855,P54619,P54646
4856,P54619,Q13131
4857,P54619,O00763
4858,P54619,P42345
4859,Q7Z2W7,Q8NER1
4860,P01023,P01138
4861,P01023,P01008
4862,P01023,P11021
4863,P01023,P14780
4864,P01023,P08246
4865,P01023,P05231
4866,P11021,P17936
4867,P11021,P11142
4868,P11021,P18848
4869,P11021,P31749
4870,P11021,P18850
4871,P11021,Q14457
4872,P11021,P04156
4873,P11021,P07900
4874,P11021,P01130
4875,P11021,P08238
4876,P30559,P14416
4877,P49841,P18848
4878,P49841,P31749
4879,P49841,O95644
4880,P49841,P10636
4881,P49841,P01106
4882,P49841,Q14289
4883,P49841,P67775
4884,P49841,P42345
4885,P49841,P35222
4886,P49841,P05412
4887,P49841,P16220
4888,P49841,P06241
4889,P49841,P10275
4890,P49841,P07900
4891,P06401,P12931
4892,P49841,Q05513
4893,P49841,Q96LZ3
4894,P49841,P04156
4895,P06401,P03372
4896,P06401,Q15759
4897,P06401,O00329
4898,P06401,P45984
4899,P06401,P08238
4900,P06401,P53779
4901,P06401,P27986
4902,P06401,Q15303
4903,P06401,P11511
4904,P06401,P45983
4905,P06401,P07900
4906,P19099,P05093
4907,P19099,O14756
4908,P19099,P08686
4909,P19099,P14060
4910,P19099,P42330
4911,P19099,Q04828
4912,P19099,P11511
4913,P19099,P31213
4914,P19099,P26439
4915,Q9BTZ2,P47895
4916,Q9BTZ2,O75911
4917,Q9BTZ2,Q06278
4918,Q9BTZ2,O95237
4919,Q9BTZ2,Q9UKG9
4920,Q9BTZ2,P35228
4921,Q8TET4,O43451
4922,O43772,P28329
4923,Q8TET4,P04746
4924,O43772,P23786
4925,O43772,Q8N8R3
4926,P35228,Q07869
4927,P35228,P27986
4928,P35228,P29475
4929,P35228,P29597
4930,P35228,P05412
4931,P35228,P38936
4932,P35228,Q5T6L4
4933,P35228,P07900
4934,P35228,Q04206
4935,P35228,O60674
4936,P35228,P00403
4937,P35228,P50440
4938,P35228,P05089
4939,P35228,P19793
4940,P35228,Q9UKG9
4941,P35228,P01106
4942,P35228,P35354
4943,P35228,P12931
4944,P35228,P31749
4945,P35228,P01375
4946,P26951,O60674
4947,P26951,P15391
4948,P26951,P32927
4949,P26951,P08637
4950,P26951,P23458
4951,P26951,P52333
4952,P26951,P27986
4953,P31639,P27487
4954,P31639,P43220
4955,P31639,O43451
4956,P18545,O00408
4957,P18545,P35913
4958,P22459,Q9H252
4959,P22459,Q14722
4960,P22459,Q13303
4961,P22459,P78352
4962,Q969P6,P11388
4963,Q969P6,Q02880
4964,Q969P6,P12004
4965,P08729,P08473
4966,P07359,P12931
4967,P07359,P27986
4968,P07359,P00451
4969,P07359,P05154
4970,P07359,P03951
4971,P07359,P01008
4972,P48357,P18031
4973,P07359,P07948
4974,P07359,P05106
4975,P07359,Q13547
4976,P48357,P01189
4977,P48357,Q13131
4978,P48357,P54646
4979,P48357,P01303
4980,P48357,O60674
4981,Q99572,Q05586
4982,P48357,P05231
4983,Q99572,Q99571
4984,Q99572,P29466
4985,Q99572,Q12879
4986,Q99572,O15547
4987,P16581,P05231
4988,P16581,P01375
4989,P42081,P04229
4990,P42081,P31994
4991,P42081,P27986
4992,P42081,P14778
4993,P42081,P06239
4994,P42081,P05231
4995,P42081,P08637
4996,P42081,O00206
4997,P42081,Q08881
4998,P42081,P15391
4999,P42081,P01375
5000,P42081,P31749
5001,Q07343,P22413
5002,P47895,P00326
5003,P47895,P05177
5004,P47895,Q8TC12
5005,P47895,Q06278
5006,P47895,O75911
5007,P47895,P08684
5008,P47895,O14756
5009,P47895,Q96NR8
5010,P10826,P13631
5011,P10826,P11473
5012,P10826,P31749
5013,P10826,P10828
5014,P10826,P19793
5015,P10826,P28702
5016,P10826,Q13547
5017,P10826,P48443
5018,P22557,P13716
5019,P22557,Q9P2R7
5020,P22557,P34897
5021,P22557,P50440
5022,P22557,P22830
5023,P22557,Q14749
5024,Q8N142,Q7L266
5025,P22557,P13196
5026,P49146,P01303
5027,Q8N142,Q9UGI5
5028,Q8N142,P22102
5029,Q8N142,P30520
5030,Q8N142,Q5T6L4
5031,Q8N142,P17174
5032,Q8N142,P20839
5033,O60733,P47712
5034,O60733,P23219
5035,O60733,P14555
5036,O60733,P17252
5037,O60733,P35354
5038,O60733,Q05655
5039,O60733,P09917
5040,P05154,P03951
5041,P05154,P00749
5042,P05154,P00742
5043,P05154,P02679
5044,P05154,P00451
5045,Q9NZV8,P78352
5046,P05154,P05160
5047,Q9NZV8,Q9H2S1
5048,Q9NZV8,Q13303
5049,Q9NZV8,Q14722
5050,P34897,Q14749
5051,P34897,P07195
5052,P34897,P13196
5053,P34897,P22102
5054,P34897,P50440
5055,P34897,P00374
5056,P34897,Q9GZT4
5057,P34897,P35520
5058,P34897,P42898
5059,P34897,Q99707
5060,P34897,P22234
5061,Q15759,Q15080
5062,Q15759,P06241
5063,Q15759,P05787
5064,Q15759,P52333
5065,Q15759,P05412
5066,Q15759,P16220
5067,Q15759,P08631
5068,Q15759,P01589
5069,Q15759,P15692
5070,Q15759,P63000
5071,Q15759,P07948
5072,Q15759,P07947
5073,Q15759,P07101
5074,Q15759,P03372
5075,Q15759,P01106
5076,Q15759,P09769
5077,Q15759,P31785
5078,Q15759,P06239
5079,Q15759,Q92731
5080,Q15759,P19878
5081,Q15759,P47712
5082,Q15759,P01375
5083,Q15759,P12931
5084,Q15759,P23458
5085,Q15759,P18850
5086,Q01718,P01189
5087,P68871,P03372
5088,Q9UBN7,Q9NXA8
5089,Q9UBN7,Q16665
5090,Q9UBN7,P11142
5091,Q9UBN7,P18847
5092,Q9UBN7,Q15185
5093,Q9UBN7,P10636
5094,Q9UBN7,P35222
5095,Q9UBN7,P38936
5096,Q9UBN7,P07900
5097,Q9UBN7,P08238
5098,P13726,P00451
5099,P13726,P24298
5100,P13726,P03951
5101,P13726,P00742
5102,P13726,P08709
5103,O95180,P62955
5104,O95180,P29475
5105,O95180,O43497
5106,P13726,P01008
5107,P13726,P07204
5108,O95180,O00305
5109,O95180,Q15878
5110,O95180,P21817
5111,O95180,Q92731
5112,O95180,Q02641
5113,O95180,Q7Z3S7
5114,O95180,Q9NY47
5115,O95180,Q9P0X4
5116,O95180,P54289
5117,O95180,O60840
5118,O95180,Q00975
5119,O00408,P20594
5120,Q15116,Q9NZQ7
5121,O00408,P16066
5122,P07900,O60674
5123,P07900,P22607
5124,P07900,P61073
5125,P07900,P42345
5126,Q15116,P04229
5127,P07900,P00519
5128,P07900,P38936
5129,P07900,P10275
5130,P07900,P06241
5131,P07900,P29475
5132,P07900,P39023
5133,P07900,Q15303
5134,P07900,Q07869
5135,P07900,Q9UM73
5136,P07900,Q14289
5137,P07900,P08238
5138,P07900,Q05655
5139,P07900,P53667
5140,P07900,O15111
5141,P07900,P63000
5142,P07900,P15692
5143,P07900,P07948
5144,P07900,P05106
5145,P07900,Q14994
5146,P07900,O00206
5147,P07900,Q16665
5148,P07900,P29317
5149,P07900,P11142
5150,P07900,P26358
5151,P07900,P09874
5152,P07900,P01106
5153,P07900,P06239
5154,P07900,P08235
5155,P07900,O15530
5156,P07900,Q92731
5157,P07900,O14920
5158,P07900,P23458
5159,P07900,Q9GZT9
5160,P07900,P31749
5161,P07900,Q15185
5162,P07900,P10636
5163,P07900,P12931
5164,P07900,Q14457
5165,P07900,P03372
5166,P07900,P17252
5167,P31644,P34903
5168,P31644,P14867
5169,P31644,P47869
5170,O75469,P08684
5171,O75469,P19793
5172,P29274,P21554
5173,P29274,P00813
5174,P29274,P30542
5175,P29274,P14416
5176,P53667,P63000
5177,P53667,P06241
5178,P18848,P16220
5179,P41146,P01189
5180,P18848,P18850
5181,P18848,P18847
5182,P18848,P51812
5183,P18848,P05412
5184,P02679,P01008
5185,P02679,P02751
5186,P02679,P18031
5187,P02679,P05106
5188,P02679,P05160
5189,P02679,Q03405
5190,P02679,P00749
5191,O95237,Q9NYR8
5192,P28329,Q8TCT1
5193,P28329,P01138
5194,P28329,P07101
5195,O95237,O14756
5196,O95237,P23141
5197,O95237,Q96NR8
5198,O95237,P00326
5199,O95237,O75911
5200,O95237,Q8TC12
5201,P15382,O43526
5202,P15382,Q14524
5203,P15382,Q9UJ90
5204,Q8TCC7,Q9Y694
5205,Q9NPH2,P29218
5206,P06239,Q05513
5207,P06239,P27986
5208,P06239,P45983
5209,P06239,P01589
5210,P06239,O60674
5211,P06239,P61073
5212,P06239,P06241
5213,P06239,P52333
5214,P06239,P00519
5215,P06239,Q04206
5216,P06239,P54756
5217,P06239,P08631
5218,P06239,P29597
5219,P06239,Q16739
5220,P06239,P07948
5221,P06239,Q06187
5222,P06239,P63000
5223,P06239,P67775
5224,P06239,Q05655
5225,P06239,P07947
5226,P06239,P45984
5227,P06239,Q14289
5228,P06239,P04229
5229,P06239,P09769
5230,P06239,P17405
5231,P06239,P31785
5232,P06239,P29317
5233,P06239,P08637
5234,P06239,P12931
5235,P06239,P06729
5236,P06239,P23458
5237,P06239,Q08881
5238,P06239,P31749
5239,P08684,P09210
5240,P08684,P33261
5241,P08684,Q06278
5242,P08684,P26439
5243,P08684,P09211
5244,P08684,P10632
5245,P08684,P27338
5246,P08684,P08183
5247,P08684,P23141
5248,P08684,P05177
5249,P08684,Q04828
5250,P08684,P05093
5251,P08684,P21397
5252,P08684,P42330
5253,P08684,O14756
5254,P08684,P11511
5255,P08684,Q14994
5256,P08684,P14060
5257,P07437,Q9H169
5258,P07437,P68371
5259,P07437,P11142
5260,Q03405,P12931
5261,P07437,P10636
5262,Q03405,P11717
5263,Q03405,P39900
5264,Q03405,P21462
5265,Q03405,P05106
5266,Q03405,P02751
5267,Q03405,P08246
5268,Q03405,P00749
5269,Q03405,P05120
5270,P49902,P00491
5271,Q9GZT4,P35520
5272,P49902,Q15274
5273,P49902,P19971
5274,P49902,P00813
5275,P49902,P20839
5276,P22607,P05230
5277,P22607,P05412
5278,P22607,O60674
5279,P22607,P21802
5280,P22607,P27986
5281,P22607,Q14289
5282,P22607,P23458
5283,P22607,P12931
5284,Q9Y2I1,Q96RI1
5285,P17405,P23458
5286,P17405,P01375
5287,P21397,Q04760
5288,P17405,P31785
5289,P17405,P27986
5290,P17405,P52333
5291,P21397,P33261
5292,P21397,P09172
5293,P17405,P01589
5294,P17405,Q16739
5295,P21397,P19801
5296,P21397,Q06278
5297,P21397,P21964
5298,P21397,P27338
5299,P21397,P20711
5300,P21397,P14902
5301,P10636,P04156
5302,P10636,P06241
5303,P10636,P54646
5304,P10636,P45983
5305,P10636,Q9UGI9
5306,P10636,P08238
5307,P10636,P11142
5308,P10636,Q13131
5309,P10636,P67775
5310,P10636,P68371
5311,O00763,Q13131
5312,O00763,P54646
5313,O00763,Q9UGI9
5314,O00763,Q96I99
5315,P10636,P31749
5316,P10636,P12931
5317,O00763,Q9P2R7
5318,O00763,P53597
5319,O00763,P50747
5320,P20594,O76074
5321,P20594,P16860
5322,O00763,Q13085
5323,P20594,Q14432
5324,P20594,P16066
5325,P05177,P14060
5326,P05177,P14902
5327,P05177,P42330
5328,P05177,P05093
5329,P05177,Q14994
5330,P05177,P26439
5331,P05177,P10632
5332,P05177,P46597
5333,P05177,P09211
5334,P05177,P47989
5335,P05177,Q06278
5336,P05177,P33261
5337,Q15303,P16471
5338,Q15303,P03372
5339,Q15303,P35222
5340,Q15303,P17252
5341,Q15303,P78352
5342,Q15303,O60674
5343,Q15303,P06241
5344,Q15303,Q12879
5345,Q15303,P27986
5346,Q15303,P07947
5347,Q15303,Q13224
5348,Q15303,Q05586
5349,Q13393,P84077
5350,Q13393,P17252
5351,P23458,P48551
5352,Q13393,P63000
5353,P23458,P06241
5354,P23458,P29597
5355,P23458,P52333
5356,P23458,P27986
5357,P23458,P45983
5358,P23458,Q05513
5359,P23458,Q9UM73
5360,P23458,O60674
5361,P23458,P01589
5362,P23458,Q16739
5363,P23458,P18031
5364,P23458,P21802
5365,P23458,P08887
5366,P23458,P10912
5367,P23458,P08631
5368,P23458,P40238
5369,P23458,Q99062
5370,P23458,Q14289
5371,P23458,Q05655
5372,P23458,P31785
5373,P23458,P05231
5374,P23458,P45984
5375,P23458,P10415
5376,P23458,P32927
5377,P23458,P16471
5378,P23458,P31749
5379,Q9UBL9,P51582
5380,Q14330,P21554
5381,Q9HCC0,P05165
5382,Q9HCC0,P50747
5383,Q9HCC0,P30084
5384,Q9HCC0,Q16836
5385,P13945,P12931
5386,P13945,P08588
5387,Q92731,P08238
5388,Q92731,P51843
5389,Q92731,P53779
5390,Q92731,O43497
5391,Q92731,P11511
5392,Q92731,P05412
5393,Q92731,P45983
5394,Q92731,P31749
5395,Q92731,Q9P0X4
5396,Q92731,P12931
5397,Q92731,P03372
5398,Q92731,Q99527
5399,Q92731,P45984
5400,P48551,P29597
5401,P48551,O60674
5402,P48551,P18031
5403,P48551,P52333
5404,P33151,P12931
5405,P33151,Q14289
5406,P33151,P15692
5407,P33151,P19878
5408,P33151,P35222
5409,P33151,P06241
5410,P33151,Q02763
5411,Q16552,P05231
5412,Q16552,P14780
5413,Q16552,P01374
5414,Q16552,P01189
5415,Q16552,P01375
5416,Q16552,Q9Y275
5417,O15530,Q05655
5418,O15530,P12931
5419,Q16552,P15692
5420,O15530,P31749
5421,O15530,O14920
5422,O15530,P37173
5423,O15530,P05106
5424,O15530,P42345
5425,O15530,P17252
5426,O15530,Q05513
5427,O15530,O00329
5428,O15530,O15111
5429,O15530,P51812
5430,O15530,P27986
5431,P18847,P05412
5432,P18847,P16220
5433,P18847,Q13547
5434,P35222,P11388
5435,P35222,Q92769
5436,P35222,Q04206
5437,P35222,P16220
5438,P35222,P00519
5439,P35222,Q13002
5440,P35222,P10275
5441,P35222,P06241
5442,P35222,P05412
5443,P35222,P27986
5444,P35222,P67775
5445,P35222,P45983
5446,P35222,Q05513
5447,P35222,Q13547
5448,P35222,P07947
5449,P35222,Q16790
5450,P35222,Q13224
5451,P35222,P63000
5452,P35222,P07949
5453,P35222,P18031
5454,P35222,P15692
5455,P35222,P37173
5456,P35222,P12931
5457,P35222,Q16665
5458,P35222,P29317
5459,P35222,P45984
5460,P35222,P31749
5461,P35222,O14920
5462,P35222,P11362
5463,P35222,P01106
5464,P35222,P11473
5465,P35222,P35354
5466,P35222,P19793
5467,P35222,P17252
5468,P35222,P03372
5469,P35222,Q96RI1
5470,P35222,P78352
5471,Q9NR82,O43526
5472,Q9NR82,Q9UNX9
5473,Q9NR82,Q14500
5474,Q9NR82,O43525
5475,P20839,P17812
5476,P20839,P22102
5477,P20839,P30520
5478,Q8TD30,O14521
5479,P05090,P19793
5480,P05090,P28702
5481,Q8TD30,P24298
5482,Q8TD30,P21912
5483,Q8TD30,P17174
5484,Q8TD30,Q99643
5485,P09429,O14920
5486,P09429,Q00653
5487,P09429,Q9NR96
5488,P09429,O00206
5489,P09429,Q14457
5490,P09429,P07204
5491,P09429,P05106
5492,P09429,O15111
5493,P09429,Q04206
5494,P09429,P61073
5495,Q9UQQ2,O60674
5496,Q9UQQ2,P04629
5497,P09429,P05412
5498,P51168,P35499
5499,P51168,P37088
5500,P51168,Q07699
5501,P07355,P26447
5502,P39023,P22102
5503,P07355,P04083
5504,P07355,P29034
5505,Q13131,Q14457
5506,P07355,P47712
5507,P07355,O00206
5508,Q13131,Q13085
5509,Q13131,P54646
5510,Q13131,Q9UGI9
5511,Q13131,P42345
5512,Q9UQD0,Q07699
5513,Q9UQD0,O43525
5514,Q9UQD0,P16389
5515,Q9UQD0,Q09470
5516,Q9UQD0,Q9NY72
5517,P06241,P54756
5518,P06241,P08631
5519,P06241,P12319
5520,P06241,Q13224
5521,P06241,Q05586
5522,P06241,P63000
5523,P06241,P07948
5524,Q9UQD0,O43526
5525,P06241,P15692
5526,P06241,Q14289
5527,P06241,P67775
5528,P06241,Q06187
5529,P06241,P07947
5530,P06241,P08238
5531,P06241,Q05655
5532,P06241,Q12879
5533,P06241,P52333
5534,P06241,Q02763
5535,P06241,P27986
5536,P06241,P45983
5537,P06241,P04156
5538,P06241,P41180
5539,P06241,P00519
5540,P06241,O00329
5541,P06241,P02751
5542,P06241,P78352
5543,P06241,P31749
5544,P06241,P12931
5545,P06241,P04229
5546,P06241,P31785
5547,P06241,P09769
5548,P06241,P11137
5549,P06241,P12314
5550,P06241,Q08881
5551,P06241,P08637
5552,P06241,P29317
5553,P02751,P63000
5554,P02751,P05106
5555,P02751,P18031
5556,P02751,P15692
5557,P02751,P13612
5558,P02751,P00749
5559,P02751,Q02763
5560,P02751,P01375
5561,P02751,P11362
5562,P02751,P12931
5563,P02751,P04083
5564,P02751,O00206
5565,P02751,P05231
5566,P02751,P17936
5567,P02751,P27487
5568,P02751,P98160
5569,O76074,P16066
5570,Q96FI4,P49916
5571,P46098,A5X5Y0
5572,P46098,Q70Z44
5573,P46098,Q13224
5574,P46098,P42261
5575,P07949,P27986
5576,P07949,P45983
5577,P07949,P16220
5578,P07949,P17252
5579,P63000,P04629
5580,P07949,P12931
5581,P63000,P12314
5582,P63000,P04839
5583,P63000,P19878
5584,P63000,P12931
5585,P63000,P31749
5586,P63000,P17252
5587,P63000,P29317
5588,P63000,P84077
5589,P63000,P08637
5590,P63000,Q13224
5591,P63000,Q14289
5592,P63000,P01138
5593,P63000,P07947
5594,P63000,P45984
5595,P63000,Q06187
5596,P63000,P54760
5597,P63000,Q05586
5598,P63000,P05106
5599,P63000,P07948
5600,P63000,P15692
5601,P63000,P53779
5602,P63000,P00519
5603,P63000,P61073
5604,P63000,Q8NFA2
5605,P63000,O00555
5606,P63000,Q99500
5607,P63000,P27986
5608,P63000,P42684
5609,P63000,P45983
5610,P63000,Q15080
5611,P20701,P13612
5612,P20701,P05106
5613,P20701,P06729
5614,P20701,Q14289
5615,P54289,O00305
5616,P54289,Q13698
5617,P54289,Q7Z3S7
5618,P54289,O60840
5619,P54289,O43497
5620,P54289,Q02641
5621,P54289,P62955
5622,P54289,Q00975
5623,P54289,O00555
5624,P54289,P21817
5625,P54289,Q15878
5626,P11717,P27487
5627,P05089,P50440
5628,P05089,Q03154
5629,P05089,Q5T6L4
5630,P05089,P29475
5631,P54760,P00519
5632,P54760,P14780
5633,P54760,P27986
5634,P29317,P09769
5635,P40306,Q04206
5636,P29317,P00519
5637,P29317,P12931
5638,P29317,P27986
5639,P29317,P07947
5640,P29317,P08631
5641,P29317,P07948
5642,P29317,P15692
5643,P40306,P28065
5644,P40306,P49721
5645,P40306,P28062
5646,P40306,P28074
5647,P31994,P07948
5648,P31994,P15391
5649,P31994,P12319
5650,P30518,P47901
5651,P37173,P67775
5652,P37173,P05106
5653,P37173,P62942
5654,O43497,Q9P0X4
5655,O43497,Q9NY47
5656,O43497,Q02641
5657,O43497,O00305
5658,O43497,P29475
5659,O43526,Q09470
5660,O43526,Q13303
5661,O43526,O43525
5662,O43526,Q14722
5663,O43526,Q9UNX9
5664,O43526,Q07699
5665,O43526,Q99250
5666,O43526,Q14500
5667,O43526,P43681
5668,P53779,Q9Y5K3
5669,P53779,Q05655
5670,P53779,O95644
5671,P53779,P01138
5672,P53779,P05412
5673,P53779,Q04206
5674,P53779,Q05513
5675,P53779,P45983
5676,P53779,P03372
5677,P53779,P10415
5678,P53779,P12931
5679,P53779,P45984
5680,P26358,Q92769
5681,P26358,Q13547
5682,P26358,P12004
5683,P26358,P09874
5684,P26358,P50747
5685,O60218,P00374
5686,O60218,P07101
5687,P30988,O14788
5688,O60218,P00439
5689,O60218,P42330
5690,P21817,P29475
5691,P21817,P62942
5692,P21817,Q13698
5693,P21817,O60840
5694,P21817,Q12797
5695,P21817,Q15878
5696,P21817,Q92736
5697,P21817,Q00975
5698,P48443,Q13547
5699,P21817,O00555
5700,P48443,Q07869
5701,P48443,Q96RI1
5702,P48443,P19793
5703,P48443,P10828
5704,P48443,P17252
5705,P48443,P31749
5706,P48443,P28702
5707,P48443,P11473
5708,P48443,P10415
5709,Q99571,Q05586
5710,Q99571,P51582
5711,Q99571,Q12879
5712,Q99571,O15547
5713,P48443,P13631
5714,P04229,P18465
5715,P04229,Q9NZQ7
5716,P04229,Q08881
5717,P02786,P12931
5718,P02786,P02787
5719,P02786,P11142
5720,P37088,P51172
5721,P37088,Q07699
5722,P37088,P35499
5723,O00555,Q15878
5724,O00555,O00305
5725,O00555,Q7Z3S7
5726,O00555,Q9NY47
5727,O00555,Q02641
5728,O00555,Q09470
5729,O00555,Q00975
5730,O00555,Q8IZS8
5731,P00451,P03951
5732,O00555,P17252
5733,P00451,P00742
5734,P00451,P08709
5735,P00451,P01008
5736,P27487,P43220
5737,P27487,P08473
5738,P27487,P61073
5739,P23141,P02753
5740,P27487,Q9BYF1
5741,P27487,O43451
5742,P27487,P00813
5743,P31350,P12004
5744,P31350,P11388
5745,Q9NR96,P01375
5746,P31350,P30085
5747,Q9NR96,O00206
5748,Q9NR96,P05231
5749,Q9NR96,Q9NYK1
5750,P22413,Q15274
5751,P22413,Q969G6
5752,P22413,P17812
5753,P17538,P14780
5754,P00395,P24311
5755,P00395,P21912
5756,P00395,P00414
5757,P00395,P00403
5758,P00395,P13073
5759,P00395,P09669
5760,P00395,P15954
5761,P21964,P42898
5762,P21964,P35372
5763,P21964,P27338
5764,P00395,P00846
5765,P21964,P35462
5766,P21964,P09172
5767,P21964,P14416
5768,P21964,P20711
5769,P11387,Q02880
5770,P11387,P12004
5771,P11387,P11388
5772,P11387,P09874
5773,P00491,P47989
5774,P00491,P19971
5775,P00491,Q9NXA8
5776,P00491,Q12882
5777,P00491,P00813
5778,P00491,P40261
5779,P42345,Q16665
5780,P42345,P62942
5781,P42345,P31749
5782,P42345,Q15185
5783,P42345,O00329
5784,P42345,Q04206
5785,P42345,Q14457
5786,P42345,P17252
5787,P42345,P27986
5788,P42345,P67775
5789,P42345,Q05655
5790,P42345,O15111
5791,P42345,P54646
5792,P42345,Q9UGI9
5793,P23219,P00846
5794,P23219,P24557
5795,P23219,P14555
5796,P23219,P00403
5797,P23219,P09917
5798,P23219,Q15185
5799,P23219,P10632
5800,P23219,P35354
5801,P23219,P47712
5802,P23219,P33261
5803,P23219,P41222
5804,P00846,P00414
5805,P00846,P00403
5806,P14416,P07101
5807,P14416,P21554
5808,P14416,Q13224
5809,P14416,P01303
5810,P00403,P24311
5811,P00403,P19793
5812,P00403,P01375
5813,P00403,Q07869
5814,P00403,P15954
5815,P00403,P09669
5816,P00403,P05412
5817,P00403,P13073
5818,P00403,P01106
5819,P00403,Q04206
5820,P00403,P21912
5821,P00414,P09669
5822,P00403,P00414
5823,P00414,P15954
5824,P00414,P24311
5825,P00414,P13073
5826,Q8TCU5,Q05586
5827,Q8TCU5,P78352
5828,Q8TCU5,Q13224
5829,Q8TCU5,P42261
5830,Q8TCU5,P42263
5831,Q8TCU5,Q12879
5832,Q13698,P04156
5833,Q13698,P62955
5834,Q13698,Q02641
5835,Q13698,O60840
5836,Q13698,P62942
5837,Q13698,Q7Z3S7
5838,Q13698,O00305
5839,Q13698,Q00975
5840,Q13698,Q9NY47
5841,Q14457,P10415
5842,Q14457,P31749
5843,Q14457,Q14573
5844,Q14457,Q9UGI9
5845,Q14457,P54646
5846,Q14457,P45983
5847,P28074,P28062
5848,P28074,P28065
5849,P28074,Q04206
5850,Q14457,P10275
5851,P28074,P49721
5852,P30520,P17174
5853,P30520,P22102
5854,P30520,Q7L266
5855,P30520,Q5T6L4
5856,P30520,O95644
5857,P30520,Q9UGI5
5858,Q92736,P29475
5859,Q92736,Q14524
5860,Q92736,P62942
5861,Q99707,P22102
5862,Q92736,Q12797
5863,Q99707,P35520
5864,Q99707,P32929
5865,Q99707,Q9Y4U1
5866,Q99707,P42898
5867,Q99707,P00374
5868,Q9GZT9,Q16665
5869,Q9GZT9,Q96KS0
5870,Q9GZT9,P17252
5871,Q9GZT9,Q15185
5872,P09874,Q04206
5873,P09874,P38936
5874,P09874,Q02880
5875,P09874,Q13547
5876,P09874,P12004
5877,P09874,Q9NXA8
5878,P09874,P03372
5879,P30542,P30411
5880,P30542,P00813
5881,P05160,P01008
5882,P47712,P17252
5883,P47712,P35354
5884,P47712,P07948
5885,P47712,P09917
5886,P47712,P12319
5887,P35354,P24557
5888,P35354,P14555
5889,P35354,P15692
5890,P35354,P05231
5891,P35354,P09917
5892,P35354,P33261
5893,P35354,P01375
5894,P35354,P41222
5895,P35354,P10632
5896,P35354,Q15185
5897,P19878,P84077
5898,P19878,Q8NFA2
5899,P19878,Q15080
5900,P19878,Q05513
5901,P19878,Q05655
5902,P19878,P31749
5903,P19878,P17252
5904,P19878,P04839
5905,Q15878,O00305
5906,Q15878,P62955
5907,Q15878,Q9NY47
5908,Q15878,Q7Z3S7
5909,Q15878,Q00975
5910,Q15878,Q8IZS8
5911,Q15878,Q02641
5912,P01008,P00742
5913,P01008,P08709
5914,P01008,P03951
5915,P01008,P07204
5916,P08637,P15391
5917,P08637,P12314
5918,P08637,P07947
5919,P08637,P08631
5920,P08637,P06729
5921,P08637,P07948
5922,P08637,P09769
5923,P08637,O75015
5924,P08637,P12931
5925,P08637,P27986
5926,Q99643,P24298
5927,Q99643,O14521
5928,Q99643,Q96I99
5929,Q99643,P21912
5930,Q99643,P53597
5931,Q99643,P09669
5932,Q99643,Q9P2R7
5933,Q14994,P19793
5934,P12319,Q08881
5935,P12319,Q06187
5936,P12319,P05412
5937,P12319,P27986
5938,P12319,P07948
5939,P02818,O14788
5940,P17787,Q15822
5941,P17787,P43681
5942,P17787,O60674
5943,P08887,P08631
5944,P17787,P36544
5945,P08887,P29597
5946,P08887,P52333
5947,P08887,O60674
5948,P08887,P05231
5949,P08887,P20333
5950,P08887,P12931
5951,P30084,P45954
5952,P30084,Q16836
5953,P16066,P16860
5954,Q99584,P05230
5955,P80511,O00206
5956,P80511,Q00653
5957,P80511,Q04206
5958,P45954,Q16836
5959,P12314,P09769
5960,P12314,P07947
5961,P12314,P12931
5962,P12314,P07948
5963,P12314,P08631
5964,P16233,P07098
5965,P14060,P31213
5966,P08588,P78352
5967,P14060,O14756
5968,P14060,P05093
5969,P14060,P11511
5970,P14060,Q04828
5971,P14060,P26439
5972,P14060,P08686
5973,P06729,P15391
