,G1,G2
4340,ABCC9,KCNJ11
4341,CCND2,CDK2
4342,CCND2,E2F2
4343,CCND2,ABL1
4344,CCND2,CREBBP
4345,CCND2,PITX2
4346,CCND2,JAK2
4347,CCND2,EP300
4348,CCND2,CDK5
4349,CCND2,CDK6
4350,CCND2,CDKN1C
4351,CCND2,CCN1
4352,CCND2,CDKN1A
4353,CCND2,TRRAP
4354,CCND2,STAT5B
4355,CCND2,SRC
4356,CCND2,RB1
4357,CCND2,CCNE2
4358,CCND2,CCNE1
4359,CCND2,E2F3
4360,CCND2,E2F5
4361,CCND2,CDKN2C
4362,CCND2,CDKN2B
4363,CCND2,STAT5A
4364,CCND2,E2F1
4365,CCND2,RBL2
4366,CCND2,CDKN2A
4367,CCND2,HDAC1
4368,PEBP1,ITGB3
4369,PEBP1,VWF
4370,PEBP1,MAP2K2
4371,PEBP1,GRK2
4372,PEBP1,MAP2K6
4373,PEBP1,ALOX15
4374,PEBP1,IKBKG
4375,PEBP1,MAP2K7
4376,PEBP1,SOD1
4377,PEBP1,MAPK3
4378,PEBP1,IKBKB
4379,PEBP1,SRC
4380,PEBP1,BIRC5
4381,PEBP1,CNKSR2
4382,PEBP1,ARRB2
4383,PEBP1,MAP2K1
4384,PEBP1,FN1
4385,PEBP1,KSR2
4386,PEBP1,MAP2K3
4387,MOCOS,XDH
4388,LRP6,PPP2R5C
4389,LRP6,CD44
4390,LRP6,WNT10B
4391,LRP6,PTH
4392,LRP6,GSK3B
4393,LRP6,LRRK2
4394,LRP6,SFRP2
4395,LRP6,AXIN1
4396,LRP6,FZD3
4397,LRP6,PTH1R
4398,LRP6,NDRG1
4399,LRP6,FZD2
4400,LRP6,LRP5
4401,LRP6,SERPINA4
4402,LRP6,WNT8A
4403,LRP6,ANTXR1
4404,LRP6,CAV1
4405,LRP6,KREMEN1
4406,LRP6,CTNNB1
4407,LRP6,SOS 1
4408,LRP6,CCN2
4409,VWF,SELP
4410,VWF,EGF
4411,VWF,F2
4412,VWF,GP1BB
4413,VWF,ITGB3
4414,VWF,PTPN1
4415,VWF,GP1BA
4416,VWF,F8
4417,VWF,ADAMTS13
4418,VWF,FN1
4419,B9D1,CC2D2A
4420,B9D1,TMEM17
4421,B9D1,AHI1
4422,RORA,BIRC5
4423,RORA,NRIP1
4424,RORA,ARNTL
4425,RORA,BCL6
4426,RORA,FOXO3
4427,RORA,CPT1A
4428,RORA,FOXO1
4429,RORA,FOS
4430,RORA,CLOCK
4431,RORA,SREBF1
4432,RORA,MYC
4433,RORA,PIM1
4434,RORA,STAT3
4435,RORA,HIF1A
4436,RORA,NPAS2
4437,RORA,SOX2
4438,RORA,EP300
4439,RORA,ZEB1
4440,MIB1,DLL1
4441,MIB1,NOTCH3
4442,MIB1,JAG2
4443,MIB1,NEURL1
4444,MIB1,NOTCH1
4445,MIB1,MARK2
4446,AP5M1,AP3S2
4447,AP5M1,GSTM1
4448,IPO5,CSE1L
4449,IPO5,XPO1
4450,PALB2,BRCA1
4451,PALB2,RFC1
4452,PALB2,XRCC3
4453,PALB2,RTEL1
4454,PALB2,RAD51
4455,PALB2,RAD51C
4456,PALB2,BRCA2
4457,PALB2,POLE
4458,PALB2,POLD1
4459,PALB2,PCNA
4460,PALB2,ATM
4461,CYBA,NCF2
4462,CYBA,CYBB
4463,CYBA,NOX1
4464,CYBA,RAC1
4465,CYBA,NCF1
4466,CYBA,AKT1
4467,CYBA,VCAM1
4468,CYBA,NOX4
4469,CYBA,POLDIP2
4470,CYBA,SH3PXD2A
4471,TNFRSF13B,TNFSF13
4472,TNFRSF13B,SDC4
4473,TNFRSF13B,MYD88
4474,TNFRSF13B,TRAF6
4475,KPNA3,CSE1L
4476,TNFRSF13B,TNFSF13B
4477,KPNA3,KPNA1
4478,KPNA3,RELA
4479,SCARB1,PDZK1
4480,SCARB1,ABCA1
4481,SCARB1,SRC
4482,SCARB1,CD81
4483,SLC6A4,TPH2
4484,SLC6A4,HTR1A
4485,SLC6A4,SEC24C
4486,SLC6A4,BDNF
4487,SLC6A4,HTR2A
4488,ALDH2,MAOA
4489,ALDH2,AKR1A1
4490,ALDH2,ADH1B
4491,ALDH2,COMT
4492,ALDH2,MAOB
4493,ALDH2,ABAT
4494,ALDH2,AOC1
4495,ALDH2,AOC3
4496,CHRNB4,CHRNA4
4497,CHRNB4,CHRNA3
4498,CHRNB4,CHRNA7
4499,CHRNB4,CHRNB2
4500,CDH1,FER
4501,CDH1,FYN
4502,CDH1,MMP9
4503,CDH1,MAPK3
4504,CDH1,PSEN1
4505,CDH1,SNAI2
4506,CDH1,EGF
4507,CDH1,PIK3R1
4508,CDH1,CTNNA1
4509,CDH1,LRIG1
4510,CDH1,GDNF
4511,CDH1,EGFR
4512,CDH1,CTNNB1
4513,CDH1,CTNND1
4514,CDH1,S100A8
4515,CDH1,MET
4516,CDH1,PTEN
4517,CDH1,RET
4518,CDH1,RAC1
4519,CDH1,IGF1
4520,CDH1,EFNA1
4521,CDH1,CDC42
4522,CDH1,ITGA6
4523,CDH1,ZEB1
4524,CDH1,RHOA
4525,CDH1,CAV1
4526,CDH1,PLG
4527,CDH1,PIK3CA
4528,CDH1,SMAD4
4529,CDH1,CTNND2
4530,CDH1,IGF1R
4531,CDH1,EPHA2
4532,CDH1,HGS
4533,CDH1,LAMC2
4534,CDH1,NECTIN1
4535,CDH1,CTNNA2
4536,CDH1,IGF2
4537,CDH1,GFRA1
4538,CDH1,CASP3
4539,CDH1,LAMA1
4540,CDH1,SLC6A3
4541,CDH1,MMP3
4542,CDH1,SRC
4543,CDH1,DLG1
4544,ARG2,NOS3
4545,CDH1,ANK3
4546,CDH1,FGFR1
4547,ARG2,ACY1
4548,ARG2,NOS2
4549,ARG2,NOS1
4550,NDST1,HSPG2
4551,NDST1,SDC4
4552,PDGFRB,STAT5B
4553,PDGFRB,PTPN11
4554,PDGFRB,NRAS
4555,PDGFRB,PIK3CB
4556,PDGFRB,BCAR1
4557,PDGFRB,PTPN1
4558,PDGFRB,ITGB3
4559,PDGFRB,PTEN
4560,PDGFRB,JAK2
4561,PDGFRB,EGFR
4562,PDGFRB,VEGFA
4563,PDGFRB,STAT1
4564,PDGFRB,HRAS
4565,PDGFRB,ABL1
4566,PDGFRB,RAC1
4567,PDGFRB,PDGFB
4568,PDGFRB,FYN
4569,PDGFRB,EGF
4570,PDGFRB,PLAU
4571,PDGFRB,GRB2
4572,PDGFRB,PIK3R1
4573,PDGFRB,PIK3CG
4574,PDGFRB,PTPN2
4575,PDGFRB,RASA1
4576,PDGFRB,STAT5A
4577,PDGFRB,CBL
4578,PDGFRB,SRC
4579,PDGFRB,AKT1
4580,PDGFRB,SPHK1
4581,PDGFRB,DOCK4
4582,PDGFRB,STAT3
4583,PDGFRB,SLC9A3R2
4584,PDGFRB,ACTR2
4585,PDGFRB,PIK3CA
4586,PDGFRB,GRB10
4587,PDGFRB,PAK1
4588,PDGFRB,CRK
4589,PDGFRB,PTPRJ
4590,PDGFRB,PDGFA
4591,FLT4,KDR
4592,FLT4,SRC
4593,FLT4,FLT1
4594,FLT4,FN1
4595,FLT4,ITGA2
4596,FLT4,NRP2
4597,FLT4,NOTCH4
4598,FLT4,ITGA4
4599,FLT4,PIK3CA
4600,FLT4,PDGFB
4601,FLT4,PXN
4602,FLT4,PTK2
4603,FLT4,MAP2K4
4604,FLT4,PRRT2
4605,FLT4,NRP1
4606,FLT4,VEGFB
4607,FLT4,VEGFA
4608,FLT4,RBPJ
4609,FLT4,BCAR1
4610,FLT4,VEGFC
4611,FLT4,ITGB1
4612,FLT4,PIK3R1
4613,FLT4,CRK
4614,FLT4,GRB2
4615,SGCA,DMD
4616,FLT4,ITGA1
4617,SGCA,CAV3
4618,PIK3C3,MAP1LC3A
4619,PIK3C3,UVRAG
4620,PIK3C3,BECN1
4621,PIK3C3,INPP4B
4622,PIK3C3,ATG16L1
4623,PIK3C3,AMBRA1
4624,PIK3C3,PIK3R1
4625,PIK3C3,PI4K2B
4626,PIK3C3,ATG10
4627,PIK3C3,PTEN
4628,PIK3C3,GABARAP
4629,RBL2,TOP2A
4630,RBL2,E2F2
4631,RBL2,CDK2
4632,RBL2,HDAC2
4633,RBL2,CDK6
4634,RBL2,CDC25C
4635,RBL2,CCN1
4636,RBL2,DNMT1
4637,RBL2,CDKN1A
4638,RBL2,ETV3
4639,RBL2,CCNE1
4640,RBL2,CDKN1C
4641,RBL2,RB1
4642,RBL2,FOXO3
4643,RBL2,CCNE2
4644,RBL2,FOXO1
4645,RBL2,E2F1
4646,RBL2,E2F3
4647,RBL2,E2F5
4648,RBL2,HDAC1
4649,RBL2,PCNA
4650,SMAD7,CTNNB1
4651,SMAD7,PML
4652,SMAD7,BMP2
4653,SMAD7,NEDD4L
4654,SMAD7,AXIN1
4655,SMAD7,TGFBR2
4656,SMAD7,SMAD9
4657,SMAD7,TFAP2B
4658,SMAD7,HDAC1
4659,SMAD7,SMAD4
4660,SMAD7,RGMB
4661,SMAD7,CAV1
4662,SMAD7,XIAP
4663,SMAD7,PDPK1
4664,SMAD7,BMPR2
4665,SMAD7,ENG
4666,SMAD7,ACVRL1
4667,SMAD7,YAP1
4668,VIPR2,ADCYAP1
4669,VIPR2,VIP
4670,KCNH2,KCND3
4671,KCNH2,HSP90AA1
4672,KCNH2,SCN5A
4673,KCNH2,KCNE2
4674,KCNH2,FLT1
4675,RHEB,AKT1
4676,RHEB,TSC1
4677,RHEB,RPTOR
4678,RHEB,TPT1
4679,RHEB,PTEN
4680,RHEB,MTOR
4681,RHEB,BNIP3
4682,RHEB,PDE4D
4683,TMED2,TMED9
4684,TMED2,TMED10
4685,TMED2,TMED7
4686,TMED2,NOTCH4
4687,TMED2,ARF1
4688,TMED2,NOTCH1
4689,TMED2,SCFD1
4690,TMED2,NOTCH3
4691,RIMS2,UNC13A
4692,YY1,EZH2
4693,YY1,GPS1
4694,YY1,HDAC3
4695,YY1,SP1
4696,YY1,NOTCH1
4697,YY1,MYC
4698,YY1,XPC
4699,YY1,SUZ12
4700,YY1,ACTB
4701,YY1,INO80C
4702,YY1,PARP1
4703,YY1,COPS2
4704,YY1,RPTOR
4705,YY1,NCOR1
4706,YY1,ERBB2
4707,YY1,TRRAP
4708,YY1,E2F3
4709,YY1,HDAC2
4710,YY1,CREB1
4711,YY1,PPARGC1A
4712,YY1,TP53
4713,YY1,CREBBP
4714,YY1,MTOR
4715,YY1,E2F2
4716,YY1,CUL4A
4717,YY1,EP300
4718,YY1,HDAC1
4719,RCOR1,HDAC1
4720,RCOR1,KDM5C
4721,RCOR1,PRKDC
4722,RCOR1,POLD1
4723,RCOR1,ATM
4724,RCOR1,HMG20A
4725,RCOR1,AR
4726,RCOR1,NR4A2
4727,RCOR1,KDM1A
4728,RCOR1,LIG4
4729,RCOR1,REST
4730,RCOR1,KDM1B
4731,RCOR1,DCLRE1C
4732,RCOR1,XPC
4733,RCOR1,H2BC12
4734,RCOR1,HDAC2
4735,RCOR1,XRCC4
4736,RCOR1,MECP2
4737,RCOR1,H2AC20
4738,AXIN1,AXIN2
4739,AXIN1,RUNX1
4740,AXIN1,CACYBP
4741,AXIN1,DAXX
4742,AXIN1,GNAO1
4743,AXIN1,HIPK2
4744,AXIN1,USP34
4745,AXIN1,TGFBR2
4746,AXIN1,CDH2
4747,AXIN1,APC2
4748,AXIN1,CTNNB1
4749,AXIN1,STK11
4750,AXIN1,LRP5
4751,AXIN1,CTNNA1
4752,AXIN1,ADAR
4753,AXIN1,LEF1
4754,AXIN1,MAX
4755,AXIN1,CTNND1
4756,AXIN1,AKT1
4757,AXIN1,MAP3K1
4758,AXIN1,GSK3B
4759,AXIN1,MYC
4760,AXIN1,YAP1
4761,AXIN1,ESR1
4762,AXIN1,NOTCH1
4763,AXIN1,WNT8A
4764,AXIN1,CSNK1E
4765,GLIS2,CTNND1
4766,CREBBP,PARP1
4767,CREBBP,HSPA1A
4768,CREBBP,BCL2L11
4769,CREBBP,HSPA8
4770,CREBBP,ACTB
4771,CREBBP,GLI3
4772,CREBBP,HMGCS2
4773,CREBBP,FABP7
4774,CREBBP,ADIPOQ
4775,CREBBP,ABCA1
4776,CREBBP,ETS1
4777,CREBBP,RARG
4778,CREBBP,PITX2
4779,CREBBP,SMAD4
4780,CREBBP,HDAC3
4781,CREBBP,FHL2
4782,CREBBP,NFE2L2
4783,CREBBP,MYC
4784,CREBBP,HIF1A
4785,CREBBP,IL1B
4786,CREBBP,SP1
4787,CREBBP,HSPA1L
4788,CREBBP,STAT3
4789,CREBBP,ABCB4
4790,CREBBP,FOXM1
4791,CREBBP,H1-4
4792,CREBBP,E2F5
4793,CREBBP,STAT5A
4794,CREBBP,TXNRD1
4795,CREBBP,VDR
4796,CREBBP,ANKRD1
4797,CREBBP,RARB
4798,CREBBP,MEF2C
4799,CREBBP,IFNB1
4800,CREBBP,TNF
4801,CREBBP,ESR1
4802,CREBBP,AIRE
4803,CREBBP,APOA5
4804,CREBBP,NFATC2
4805,CREBBP,AGT
4806,CREBBP,ARNTL
4807,CREBBP,IRF7
4808,CREBBP,NCOR1
4809,CREBBP,RB1
4810,CREBBP,MYB
4811,CREBBP,BCL2
4812,CREBBP,SRC
4813,CREBBP,ATF4
4814,CREBBP,STAT6
4815,CREBBP,PPARG
4816,CREBBP,AKT1
4817,CREBBP,RUNX2
4818,CREBBP,KLF4
4819,CREBBP,JUN
4820,CREBBP,NCOA2
4821,CREBBP,AR
4822,CREBBP,EP300
4823,CREBBP,IRF6
4824,CREBBP,NCOA3
4825,CREBBP,MAX
4826,CREBBP,LEF1
4827,CREBBP,ARNT
4828,CREBBP,PPARA
4829,CREBBP,LPL
4830,CREBBP,PCK1
4831,CREBBP,PPARGC1A
4832,CREBBP,TP53
4833,CREBBP,BRCA1
4834,CREBBP,HDAC2
4835,CREBBP,CXCL8
4836,CREBBP,CTNNB1
4837,CREBBP,CDH2
4838,CREBBP,NPAS2
4839,CREBBP,STAT1
4840,CREBBP,MUC5AC
4841,CREBBP,CREB1
4842,CREBBP,NCOA1
4843,CREBBP,IFNA2
4844,CREBBP,STAT4
4845,CREBBP,FOXO1
4846,CREBBP,EPAS1
4847,CREBBP,HEY2
4848,CREBBP,CARM1
4849,CREBBP,HSPA1B
4850,CREBBP,RELA
4851,CREBBP,PML
4852,CREBBP,DAXX
4853,CREBBP,CYP1A1
4854,CREBBP,TNFRSF21
4855,CREBBP,ANGPTL4
4856,CREBBP,HEYL
4857,CREBBP,VEGFA
4858,CREBBP,HDAC1
4859,CREBBP,MED1
4860,CREBBP,IRF4
4861,CREBBP,NCOA6
4862,CREBBP,SREBF1
4863,CREBBP,LEP
4864,CREBBP,HSPA2
4865,CREBBP,SMARCD1
4866,CREBBP,IRF5
4867,CREBBP,NRIP1
4868,CREBBP,HMGB1
4869,CREBBP,KMT2A
4870,CREBBP,RBPJ
4871,CREBBP,SMARCA4
4872,CREBBP,STAT5B
4873,CREBBP,ARID1A
4874,CREBBP,HMGCR
4875,CREBBP,HEY1
4876,CREBBP,CD36
4877,CREBBP,ACTA2
4878,CREBBP,FOXO3
4879,CREBBP,CA9
4880,CREBBP,HNF4A
4881,CREBBP,CSF2
4882,RGS9,RGS5
4883,CREBBP,CPT1A
4884,CREBBP,KMT2D
4885,RGS9,RGS4
4886,RGS9,PRKCQ
4887,RGS9,PRKCA
4888,RGS9,RGS12
4889,RGS9,GNAI2
4890,COTL1,ALOX5
4891,GLP2R,GCG
4892,SLC12A2,EZR
4893,SLC12A2,STK39
4894,GNAO1,EDN1
4895,GNAO1,SRC
4896,GNAO1,RIC8A
4897,GNAO1,CD3E
4898,GNAO1,HLA-DRA
4899,GNAO1,ESR1
4900,GNAO1,ADCY8
4901,GNAO1,ADCY6
4902,GNAO1,ADCY7
4903,GNAO1,F2R
4904,GNAO1,AKT1
4905,GNAO1,EDNRB
4906,GNAO1,CXCR3
4907,GNAO1,LPAR1
4908,GNAO1,HLA-DRB1
4909,GNAO1,ADCY5
4910,GNAO1,PXN
4911,GNAO1,GNAI2
4912,GNAO1,RGS4
4913,GNAO1,CXCL12
4914,GNAO1,RHOA
4915,GNAO1,NOS3
4916,GNAO1,CDC42
4917,GNAO1,BCAR1
4918,GNAO1,RAC1
4919,GNAO1,HRAS
4920,GNAO1,CXCR4
4921,GNAO1,ADCY1
4922,GNAO1,MAPK3
4923,GNAO1,AR
4924,GNAO1,PTK2
4925,GNAO1,MAPK8
4926,SETD1A,MEN1
4927,SETD1A,GP1BA
4928,SETD1A,KDM6A
4929,SETD1A,KDM1A
4930,PCSK2,INS
4931,OGN,B3GNT2
4932,OGN,ST3GAL1
4933,OGN,B4GAT1
4934,OGN,ACAN
4935,VAMP7,IL12A
4936,CCNE1,CCNE2
4937,CCNE1,RB1
4938,CCNE1,E2F5
4939,CCNE1,STAT5A
4940,CCNE1,E2F3
4941,CCNE1,FOXM1
4942,CCNE1,CKS1B
4943,CCNE1,MYC
4944,CCNE1,CDK2
4945,CCNE1,FBXW7
4946,CCNE1,RHOA
4947,CCNE1,CDK6
4948,CCNE1,CDKN1C
4949,CCNE1,HDAC1
4950,CCNE1,STAT5B
4951,CCNE1,E2F1
4952,CCNE1,PCNA
4953,CCNE1,BRCA1
4954,CCNE1,ABL1
4955,CCNE1,TP53
4956,CCNE1,E2F2
4957,CCNE1,CDKN1A
4958,CCNE1,TP73
4959,CCNE1,CDK5
4960,CCNE1,CCN1
4961,ANOS1,FGF2
4962,ANOS1,FGFR1
4963,ANOS1,FGF5
4964,ANOS1,FGF8
4965,ANOS1,FGF9
4966,ANOS1,FGF17
4967,CDKN2C,TP53
4968,CDKN2C,CDKN1C
4969,CDKN2C,CDK6
4970,PRDX1,MYC
4971,PRDX1,TLR4
4972,PRDX1,TXN
4973,PRDX1,PTEN
4974,PRDX1,ABL1
4975,PRDX1,CDK5R1
4976,PRDX1,MAP3K5
4977,PRDX1,CDK5
4978,COPE,ARF1
4979,PRDX1,AR
4980,PRDX1,SOD1
4981,COPE,COPD
4982,COPE,TMED10
4983,TRPC5,STIM1
4984,TRPC5,TRPC1
4985,XRCC1,PRKDC
4986,XRCC1,POLB
4987,XRCC1,LIG4
4988,XRCC1,PCNA
4989,XRCC1,POLD1
4990,XRCC1,PARP1
4991,XRCC1,RFC1
4992,XRCC1,XRCC3
4993,XRCC1,POLE
4994,XRCC1,OGG1
4995,GRIK5,DLG4
4996,XRCC1,XRCC4
4997,GRIK5,GRIK2
4998,E2F3,CCN1
4999,E2F3,E2F2
5000,E2F3,CDKN1A
5001,E2F3,E2F1
5002,E2F3,TFE3
5003,E2F3,HDAC3
5004,E2F3,HDAC1
5005,E2F3,CDK2
5006,E2F3,EZH2
5007,E2F3,DNMT1
5008,E2F3,SUZ12
5009,E2F3,CDK6
5010,E2F3,CDKN1C
5011,E2F3,RB1
5012,E2F3,CCNE2
5013,E2F3,MEF2C
5014,E2F3,TBP
5015,E2F3,CDKN2A
5016,MAP2K2,PLA2G4A
5017,MAP2K2,PIK3CA
5018,MAP2K2,IL6
5019,MAP2K2,PAK1
5020,MAP2K2,STAT3
5021,MAP2K2,MAP2K1
5022,MAP2K2,IL2RG
5023,MAP2K2,KSR2
5024,MAP2K2,EDN1
5025,MAP2K2,MAP3K1
5026,MAP2K2,CCL4
5027,MAP2K2,CXCL12
5028,MAP2K2,IL6ST
5029,MAP2K2,YWHAE
5030,MAP2K2,AGT
5031,MAP2K2,DCC
5032,MAP2K2,IL6R
5033,MAP2K2,PIK3R1
5034,MAP2K2,HRAS
5035,MAP2K2,ARAF
5036,MAP2K2,MAPK3
5037,MAP2K2,IL2RA
5038,MAP2K2,BRAF
5039,MAP2K2,TYK2
5040,MAP2K2,GRB2
5041,MAP2K2,F2
5042,MAP2K2,RAC1
5043,MAP2K2,DNM1
5044,MAP2K2,NRAS
5045,MAP2K2,CCL11
5046,MAP2K2,PTPN11
5047,MAP2K2,YWHAZ
5048,CSE1L,XPO1
5049,MAPK3,FOXO1
5050,MAPK3,PRKCQ
5051,MAPK3,PTPN5
5052,MAPK3,PPIA
5053,MAPK3,CCL11
5054,MAPK3,GHR
5055,CSE1L,KPNA1
5056,MAPK3,NRAS
5057,MAPK3,DNM1
5058,MAPK3,FOS
5059,MAPK3,YWHAZ
5060,MAPK3,PTPN11
5061,MAPK3,MET
5062,MAPK3,RAC1
5063,MAPK3,FGF5
5064,MAPK3,ITGB3
5065,MAPK3,MAP2K6
5066,MAPK3,FGF2
5067,MAPK3,SPRY2
5068,MAPK3,IGF1
5069,MAPK3,GNAI2
5070,MAPK3,NRIP1
5071,MAPK3,SDC4
5072,MAPK3,GJA1
5073,MAPK3,CSF2
5074,MAPK3,F2
5075,MAPK3,FOXO3
5076,MAPK3,NGF
5077,MAPK3,NCF1
5078,MAPK3,IRS2
5079,MAPK3,PRKCD
5080,MAPK3,STAT5B
5081,MAPK3,GRB2
5082,MAPK3,HSP90AA1
5083,MAPK3,TYK2
5084,MAPK3,DAPK1
5085,MAPK3,NRG3
5086,MAPK3,JUN
5087,MAPK3,ERBB4
5088,MAPK3,PRRT2
5089,MAPK3,PPARA
5090,MAPK3,BRAF
5091,MAPK3,MAPK8
5092,MAPK3,PTK2
5093,MAPK3,TP53
5094,MAPK3,EGFR
5095,MAPK3,DUSP10
5096,MAPK3,APAF1
5097,MAPK3,FGFR3
5098,MAPK3,JAK2
5099,MAPK3,CYFIP1
5100,MAPK3,WASF3
5101,MAPK3,IL2RA
5102,MAPK3,ETS2
5103,MAPK3,CREB1
5104,MAPK3,RELA
5105,MAPK3,DUSP5
5106,MAPK3,FGFR2
5107,MAPK3,PLD2
5108,MAPK3,CASP3
5109,MAPK3,WASF2
5110,MAPK3,FGF9
5111,MAPK3,PTGES3
5112,MAPK3,STAT1
5113,MAPK3,IL6R
5114,MAPK3,FGF8
5115,MAPK3,ARRB2
5116,MAPK3,DUSP2
5117,MAPK3,STAT5A
5118,MAPK3,PRKAR1A
5119,MAPK3,RXRB
5120,MAPK3,HRAS
5121,MAPK3,MAPT
5122,MAPK3,ESR1
5123,MAPK3,SPHK1
5124,MAPK3,TERT
5125,MAPK3,NCF2
5126,MAPK3,BCL2
5127,MAPK3,RASA1
5128,MAPK3,NTRK1
5129,MAPK3,PRKCA
5130,MAPK3,IRS1
5131,MAPK3,PGR
5132,MAPK3,RARB
5133,MAPK3,ENG
5134,MAPK3,AGT
5135,MAPK3,FGFR4
5136,MAPK3,GH1
5137,MAPK3,PTP4A3
5138,MAPK3,AKT1
5139,MAPK3,RUNX2
5140,MAPK3,FGFR1
5141,MAPK3,FGF3
5142,MAPK3,WASF1
5143,MAPK3,MITF
5144,MAPK3,IL6ST
5145,MAPK3,SRC
5146,MAPK3,NRG1
5147,MAPK3,RB1
5148,MAPK3,ESR2
5149,MAPK3,RHOA
5150,MAPK3,PLA2G1B
5151,MAPK3,CXCL12
5152,MAPK3,YWHAE
5153,MAPK3,PXN
5154,MAPK3,IL2RG
5155,MAPK3,FGF17
5156,MAPK3,KL
5157,MAPK3,MAP2K3
5158,MAPK3,TSC1
5159,MAPK3,HSPA1A
5160,MAPK3,BCL2L11
5161,MAPK3,FKBP5
5162,MAPK3,CCL4
5163,MAPK3,CASP8
5164,MAPK3,RPS6KA3
5165,MAPK3,STAT3
5166,MAPK3,CASP9
5167,MAPK3,MYLK
5168,MAPK3,ETS1
5169,MAPK3,IKZF3
5170,MAPK3,MAP2K1
5171,MAPK3,IL18
5172,MAPK3,MYC
5173,MAPK3,FGF10
5174,MAPK3,IGF1R
5175,MAPK3,RARG
5176,MAPK3,IL6
5177,MAPK3,SP1
5178,MAPK3,PRKCB
5179,MAPK3,EDN1
5180,MAPK3,HIF1A
5181,MAPK3,BCL2L1
5182,MAPK3,CDK2
5183,MAPK3,HERC5
5184,MAPK3,PLA2G4A
5185,MAPK3,RPS6KA5
5186,PLD2,PLD4
5187,PLD2,PLAAT3
5188,PLD2,GRB2
5189,PLD2,FYN
5190,PLD2,LPAR1
5191,PLD2,ARF1
5192,PLD2,RPTOR
5193,PLD2,PRKCB
5194,PLD2,RHOA
5195,PLD2,SNCA
5196,PLD2,PRKCA
5197,PLD2,ANGPT1
5198,CNN2,STAT4
5199,A1BG,AKT1
5200,A1BG,PIK3R1
5201,A1BG,PTPN11
5202,A1BG,GRB2
5203,A1BG,PIK3CA
5204,A1BG,IL6R
5205,A1BG,IL6
5206,A1BG,IL6ST
5207,PRKCQ,RUNX1
5208,PRKCQ,PTK2B
5209,PRKCQ,CD28
5210,PRKCQ,BCAR1
5211,PRKCQ,CD86
5212,PRKCQ,HRAS
5213,PRKCQ,EZR
5214,PRKCQ,STK39
5215,PRKCQ,IKBKG
5216,PRKCQ,HLA-DQA2
5217,PRKCQ,HLA-DPB1
5218,PRKCQ,BCL10
5219,PRKCQ,MAPK8
5220,PRKCQ,FLNA
5221,PRKCQ,RASGRP1
5222,PRKCQ,GRAP2
5223,PRKCQ,IRS1
5224,PRKCQ,PDPK1
5225,PRKCQ,LAT
5226,PRKCQ,CASP3
5227,PRKCQ,SRC
5228,PRKCQ,IKBKB
5229,PRKCQ,HLA-DPA1
5230,PRKCQ,HLA-DRA
5231,PRKCQ,CARD11
5232,PRKCQ,CD3E
5233,PRKCQ,CD80
5234,PRKCQ,HLA-DRB1
5235,PRKCQ,CRK
5236,PRKCQ,HLA-A
5237,PRKCQ,VAV1
5238,PRKCQ,PIK3CA
5239,PRKCQ,HLA-DRB5
5240,PRKCQ,B2M
5241,PRKCQ,CD8A
5242,PRKCQ,HLA-DQB1
5243,PRKCQ,HLA-DQA1
5244,PRKCQ,TBXA2R
5245,SLC17A6,GAD2
5246,SLC17A6,SLC18A2
5247,UFD1,PLAA
5248,UFD1,VCP
5249,MED15,MED16
5250,UFD1,NSFL1C
5251,MED15,LEP
5252,MED15,SREBF1
5253,MED15,MED1
5254,MED15,ANGPTL4
5255,MED15,CD36
5256,MED15,MED14
5257,MED15,ADIPOQ
5258,MED15,LPL
5259,MED15,PCK1
5260,MED15,SMAD4
5261,MED15,MED12
5262,HIRA,TP53
5263,HIRA,RB1
5264,DGCR8,HNRNPA2B1
5265,DGCR8,TP53
5266,DGCR8,DICER1
5267,DGCR8,MECP2
5268,PPM1F,CAMK2A
5269,PPM1F,CAMK2B
5270,PPM1F,CAMK2G
5271,PPM1F,CAMK2D
5272,SYP,IRS1
5273,SYP,DLG4
5274,SYP,ENO2
5275,SYP,GRB2
5276,EP300,NRIP1
5277,EP300,HSPA2
5278,EP300,RUNX1
5279,EP300,STAT5B
5280,EP300,FOXP3
5281,EP300,KMT2A
5282,EP300,MEIS1
5283,EP300,NOS3
5284,EP300,ACTA2
5285,EP300,CD36
5286,EP300,HEY1
5287,EP300,TXN
5288,EP300,HNF4A
5289,EP300,FOXO3
5290,EP300,KMT2D
5291,EP300,CPT1A
5292,EP300,CA9
5293,EP300,MED1
5294,EP300,HEY2
5295,EP300,FOS
5296,EP300,ANGPTL4
5297,EP300,FOXO1
5298,EP300,EPAS1
5299,EP300,HSPA1B
5300,EP300,E2F1
5301,EP300,RBPJ
5302,EP300,LEP
5303,EP300,SREBF1
5304,EP300,HDAC1
5305,EP300,CHD4
5306,EP300,ID3
5307,EP300,NCOA6
5308,EP300,TP63
5309,EP300,PCNA
5310,EP300,HIPK2
5311,EP300,SMARCA4
5312,EP300,VEGFA
5313,EP300,CLOCK
5314,EP300,BRCA1
5315,EP300,ARID1A
5316,EP300,PCK1
5317,EP300,PPARGC1A
5318,EP300,HDAC2
5319,EP300,CREB1
5320,EP300,APP
5321,EP300,CTNNB1
5322,EP300,CXCL8
5323,EP300,TP53
5324,EP300,NCOA1
5325,EP300,IFNA2
5326,EP300,MUC5AC
5327,EP300,NR4A1
