,G1,G2
7948,RANBP2,HSPA2
7949,RANBP2,HSPA1B
7950,RANBP2,HDAC1
7951,RANBP2,HSPA5
7952,RANBP2,GLE1
7953,SERPINB3,SERPINB4
7954,JAZF1,NR2C2
7955,SEMA3D,PLXNA3
7956,UCHL1,HSPA8
7957,UCHL1,SNCA
7958,DISP1,IHH
7959,PPP1R3A,INS
7960,PPP1R3A,INSR
7961,PPP1R3A,PPP1CB
7962,PPP1R3A,GSK3B
7963,LY96,CD44
7964,LY96,MYD88
7965,LY96,S100A9
7966,LY96,IRAK1
7967,LY96,HSPD1
7968,LY96,PLCG2
7969,LY96,CD14
7970,LY96,BIRC2
7971,LY96,IKBKB
7972,LY96,TLR4
7973,LY96,DNM1
7974,LY96,RHOA
7975,LY96,BGN
7976,LY96,S100A8
7977,LY96,PTPN11
7978,LY96,TRAF6
7979,APP,HSPA5
7980,APP,CRYAB
7981,APP,TNFRSF21
7982,LY96,IKBKG
7983,LY96,HMGB1
7984,APP,MAP3K5
7985,APP,BACE1
7986,APP,LDLR
7987,APP,LRP8
7988,APP,FOXO3
7989,APP,ITM2B
7990,APP,GRB2
7991,APP,MAPK8
7992,APP,PSEN1
7993,APP,ACHE
7994,APP,CLU
7995,APP,APBA2
7996,APP,RELA
7997,APP,GSK3B
7998,APP,CASP3
7999,APP,MAPT
8000,APP,NFKB2
8001,APP,NTRK1
8002,APP,TGFB2
8003,APP,SNCA
8004,APP,DISC1
8005,APP,HSPA8
8006,APP,CASP8
8007,APP,ITGB1
8008,APP,PSEN2
8009,APP,RELN
8010,ADAMTS1,THBS2
8011,ADAMTS1,ADAMTSL3
8012,ADAMTS1,ADAMTS9
8013,ADAMTS1,ADAMTS3
8014,ADAMTS1,ADAMTS12
8015,ADAMTS1,ADAMTS13
8016,ADAMTS1,ACAN
8017,ADAMTS1,ADAMTSL2
8018,ADAMTS1,ADAMTS5
8019,ADAMTS5,ACAN
8020,ADAMTS5,ADAMTSL2
8021,ADAMTS5,ADAMTS13
8022,ADAMTS5,ADAMTSL3
8023,ADAMTS5,ADAMTS9
8024,ADAMTS5,THBS2
8025,ADAMTS5,ADAMTS12
8026,ADAMTS5,ADAMTS3
8027,XPC,XRCC4
8028,XPC,XPA
8029,XPC,DCLRE1C
8030,XPC,PARP1
8031,XPC,PRKDC
8032,XPC,KDM1A
8033,XPC,ACTB
8034,XPC,LIG4
8035,XPC,ERCC3
8036,XPC,POLD1
8037,MYO5B,OPTN
8038,MYO5B,RAB8A
8039,FLCN,HSP90AA1
8040,ABCC3,ALB
8041,ERCC3,GTF2E2
8042,ERCC3,TBP
8043,ERCC3,ERCC2
8044,ERCC3,XPA
8045,ERCC3,GTF2H5
8046,AKR1B1,TH
8047,AKR1B1,GK
8048,AKR1B1,DHFR
8049,AKR1B1,GLB1
8050,AKR1B1,CBR1
8051,AKR1B1,AKR1B10
8052,AKR1B1,PAH
8053,AKR1B1,TPH2
8054,AKR1B1,AKR1C3
8055,CASP10,FAS
8056,CASP10,XIAP
8057,CASP10,FASLG
8058,CASP10,CASP3
8059,CASP10,DAXX
8060,CASP10,TNFSF12
8061,CASP10,CFLAR
8062,CASP10,BID
8063,CASP10,CASP8
8064,CASP10,CASP7
8065,CSF1R,ITGB3
8066,CSF1R,PTPN1
8067,CSF1R,ITGAM
8068,CSF1R,BCAR1
8069,CSF1R,CSF1
8070,CASP10,MAP2K4
8071,CSF1R,VEGFA
8072,CSF1R,RUNX1
8073,CSF1R,TNFSF11
8074,CSF1R,GRB2
8075,CSF1R,TREM2
8076,CSF1R,PIK3R1
8077,CSF1R,CD163
8078,CSF1R,HRAS
8079,CSF1R,VAV3
8080,CSF1R,PTPN2
8081,CSF1R,C1QB
8082,ADCY8,GNAI2
8083,ADCY8,RAPGEF3
8084,ADCY8,ADCY1
8085,ADCY8,ADCY7
8086,ADCY8,ADCY6
8087,ADCY8,GNAS
8088,ADCY8,GNAL
8089,ADCY8,EDNRA
8090,ADCY8,ADCY5
8091,ADCY8,EDN1
8092,ADCY8,ORAI1
8093,RASA2,NRAS
8094,RASA2,HRAS
8095,SMC2,BUB1B
8096,SMC2,SMC1A
8097,SMC2,TOP2A
8098,SMC2,PLK1
8099,SMC2,RAD21
8100,SMC2,PRC1
8101,NAT2,XDH
8102,NAT2,CES1
8103,NAT2,CYP2A6
8104,NAT2,CYP1A2
8105,SMC2,WDHD1
8106,ADK,PDE1A
8107,ADK,ENPP1
8108,ADK,PDE2A
8109,ADK,AK2
8110,ADK,AK3
8111,ADK,AK1
8112,ADK,PDE7B
8113,ADK,PDE4D
8114,ADK,PDE4B
8115,ADK,ADA
8116,ADK,PDE4A
8117,ADK,ADSS2
8118,ADK,AK4
8119,ADK,APRT
8120,KCNMA1,KCNN2
8121,KCNMA1,TRPC1
8122,KCNMA1,PRKG1
8123,KCNMA1,KCNN3
8124,ADAMTS3,THBS2
8125,ADAMTS3,ADAMTS12
8126,ADAMTS3,ADAMTS9
8127,ADAMTS3,ADAMTS13
8128,ADAMTS3,ADAMTSL3
8129,ADAMTS3,ADAMTSL2
8130,ADAMTS3,COL11A2
8131,ADAMTS3,COL11A1
8132,ADAMTS3,COL3A1
8133,ADAMTS3,COL2A1
8134,ADAMTSL3,ADAMTSL2
8135,ADAMTS3,COL5A1
8136,ADAMTSL3,ADAMTS12
8137,ADAMTSL3,ADAMTS13
8138,ADAMTSL3,THBS2
8139,ADAMTSL3,ADAMTS9
8140,CXCL13,CXCR3
8141,CXCL13,CXCL9
8142,CXCL13,CXCL11
8143,CXCL13,CXCR2
8144,CXCL13,CXCL10
8145,CXCL13,CXCR4
8146,CXCL13,GNAI2
8147,BUB1B,TOP2A
8148,BUB1B,BRCA1
8149,BUB1B,CENPF
8150,BUB1B,PBK
8151,BUB1B,SKA2
8152,BUB1B,E2F8
8153,BUB1B,NEK2
8154,BUB1B,FOXM1
8155,BUB1B,PLK1
8156,BUB1B,KIF2C
8157,BUB1B,MAD1L1
8158,BUB1B,PCLAF
8159,BUB1B,CHEK1
8160,BUB1B,UBE2C
8161,BUB1B,MKI67
8162,BUB1B,BIRC5
8163,BUB1B,PTTG1
8164,BUB1B,SNCG
8165,BUB1B,PRC1
8166,SST,CCK
8167,SST,GCG
8168,SST,VIP
8169,SST,CORT
8170,SST,SSTR2
8171,SST,GHRL
8172,SST,CREB1
8173,SST,GAST
8174,SST,NPY
8175,SST,PPY
8176,SST,MECP2
8177,SST,DRD2
8178,SST,INS
8179,SLC6A1,GABRD
8180,PPARG,CDK5
8181,PPARG,LPL
8182,PPARG,NCOA3
8183,PPARG,RELA
8184,PPARG,JUN
8185,PPARG,MTOR
8186,PPARG,NCOA2
8187,PPARG,CTNNB1
8188,PPARG,NCOA1
8189,PPARG,HSD11B1
8190,PPARG,PCK1
8191,PPARG,SREBF1
8192,PPARG,HDAC1
8193,PPARG,LEP
8194,PPARG,TET1
8195,PPARG,FOXO1
8196,PPARG,FOS
8197,PPARG,ANGPTL4
8198,PPARG,MED1
8199,PPARG,SLC2A4
8200,PPARG,FOXP3
8201,PPARG,CD36
8202,PPARG,ADIPOQ
8203,PPARG,KLF5
8204,PPARG,MED14
8205,PPARG,CHD7
8206,PPARG,NR2F2
8207,PPARG,SP1
8208,PPARG,HDAC3
8209,PPARG,MECP2
8210,PPARG,RXRB
8211,PPARG,NFATC2
8212,PPARG,STAT6
8213,PPARG,EIF2AK3
8214,PPARG,SREBF2
8215,PPARG,TNF
8216,HMGCR,SREBF2
8217,HMGCR,MED1
8218,HMGCR,NCOA6
8219,HMGCR,SREBF1
8220,HMGCR,NCOA1
8221,HMGCR,CARM1
8222,HMGCR,NCOA2
8223,HMGCR,HMGCS2
8224,HMGCR,PPARA
8225,KIT,PTPN6
8226,KIT,STAT5B
8227,KIT,SOCS1
8228,KIT,VEGFA
8229,KIT,NRAS
8230,KIT,PTPN11
8231,KIT,STAT1
8232,KIT,HRAS
8233,KIT,PRRT2
8234,KIT,JAK2
8235,KIT,SNAI2
8236,KIT,PIK3R1
8237,KIT,GRB2
8238,KIT,MAPK8
8239,KIT,TFAP2A
8240,KIT,VAV1
8241,KIT,STAT5A
8242,KIT,TEC
8243,KIT,SH2B3
8244,KIT,TFAP2B
8245,KIT,GRB10
8246,KIT,INS
8247,KIT,CRK
8248,CACNA1D,CACNA2D2
8249,CACNA1D,CACNA1S
8250,CACNA1D,INS
8251,CACNA1D,CACNA1F
8252,CACNA1D,CACNA2D1
8253,CACNA1D,CACNB4
8254,CACNA1D,STXBP1
8255,BRAF,SPRY2
8256,CACNA1D,CACNB2
8257,BRAF,NRAS
8258,BRAF,PPP2R5C
8259,BRAF,YWHAZ
8260,BRAF,PHB
8261,BRAF,MAP2K6
8262,BRAF,PPP1CB
8263,BRAF,ARAF
8264,BRAF,HRAS
8265,BRAF,PRKCA
8266,BRAF,MRAS
8267,BRAF,SHOC2
8268,BRAF,MAP2K3
8269,BRAF,BRAP
8270,BRAF,PAK2
8271,BRAF,RIT1
8272,BRAF,PRKCB
8273,BRAF,MAP2K1
8274,DUSP2,MAPK8
8275,MRAS,SHOC2
8276,MRAS,ARAF
8277,PIK3CB,IRS1
8278,PIK3CB,PDPK1
8279,PIK3CB,NRG1
8280,PIK3CB,SRC
8281,PIK3CB,AKT1
8282,PIK3CB,FASLG
8283,PIK3CB,CD40LG
8284,PIK3CB,AKT2
8285,PIK3CB,RHOA
8286,PIK3CB,INSR
8287,PIK3CB,CXCL12
8288,PIK3CB,CD40
8289,PIK3CB,BTK
8290,PIK3CB,LPAR1
8291,PIK3CB,CDC42
8292,PIK3CB,FAS
8293,PIK3CB,PRKCD
8294,PIK3CB,SYK
8295,PIK3CB,PTEN
8296,PIK3CB,NRAS
8297,PIK3CB,RAC1
8298,PIK3CB,JAK2
8299,PIK3CB,HRAS
8300,PIK3CB,CXCR4
8301,PIK3CB,PDGFB
8302,PIK3CB,MTOR
8303,PIK3CB,INPPL1
8304,PIK3CB,GRB2
8305,PIK3CB,IRS2
8306,PIK3CB,ERBB4
8307,PIK3CB,PIK3CG
8308,PIK3CB,PIK3R1
8309,PIK3CB,TRAF6
8310,NCF1,PRKCB
8311,NCF1,NOX1
8312,NCF1,PRKCA
8313,NCF1,RAC1
8314,NCF1,NCF2
8315,NCF1,CYBB
8316,NCF1,AKT1
8317,NCF1,VCAM1
8318,NCF1,PRKCD
8319,NCF1,WASF1
8320,IL10RB,IFNLR1
8321,IL10RB,TYK2
8322,IL10RB,IFNL3
8323,IL10RB,IL22
8324,IL10RB,IL10
8325,IL10RB,MAP3K5
8326,ARAF,BRAP
8327,ARAF,SHOC2
8328,ARAF,MAP2K1
8329,ARAF,BCL2L11
8330,ARAF,TRAK1
8331,ARAF,LMNA
8332,ARAF,QKI
8333,ARAF,YWHAZ
8334,ARAF,NRAS
8335,ARAF,PHB
8336,ARAF,PPP1CB
8337,ARAF,PPP2R5C
8338,ARAF,HRAS
8339,HOXB13,AR
8340,CBR1,PTGES3
8341,CBR1,CYP2A6
8342,CBR1,AKR1C3
8343,CBR1,DHFR
8344,CBR1,CYP3A4
8345,CBR1,CYP2D6
8346,CBR1,CYP1A1
8347,CBR1,AKR1B10
8348,MCAT,ACACA
8349,MCAT,FASN
8350,HK2,GLB1
8351,HK2,G6PD
8352,HK2,GPI
8353,HK2,FBP1
8354,HK2,HK1
8355,HK2,MPI
8356,HK2,H6PD
8357,GSTT2,GSTA4
8358,GSTT2,HPGDS
8359,GSTT2,GSTO1
8360,ACE,AGTR2
8361,GSTT2,GSTP1
8362,ACE,AGT
8363,ACE,AGTR1
8364,ACE,RHOA
8365,U2AF1,SF3B1
8366,U2AF1,SRSF2
8367,U2AF1,SNRPD1
8368,S100B,ERBB4
8369,S100B,AGER
8370,AIRE,H3C2
8371,S100B,HSPA4
8372,S100B,RELA
8373,S100B,MAPT
8374,S100B,GFAP
8375,S100B,NFKB2
8376,S100B,AHNAK
8377,FXYD2,NFE2L2
8378,FXYD2,POR
8379,FXYD2,ATP1A3
8380,FXYD2,CREB1
8381,FXYD2,UGT1A6
8382,FXYD2,ATP1A1
8383,FXYD2,JUN
8384,FXYD2,FOS
8385,FXYD2,ATP1A2
8386,CCR5,CCL4L2
8387,CCR5,CXCR4
8388,CCR5,CCL5
8389,CCR5,CXCL8
8390,CCR5,CXCL12
8391,CCR5,EDN1
8392,CCR5,TNFRSF1B
8393,CCR5,CCR3
8394,CCR5,CCL4
8395,CCR5,JUN
8396,CCR5,CHRM1
8397,CCR5,CXCL11
8398,CCR5,CXCL9
8399,CCR5,AGT
8400,CCR5,GNAS
8401,CCR5,ADRB2
8402,CCR5,F2
8403,CCR5,ACKR1
8404,CCR5,GRK2
8405,CCR5,CCL8
8406,CCR5,AGTR2
8407,CCR5,CXCL10
8408,CCR5,ERVW-1
8409,CCR5,CCL11
8410,CCR5,ARRB2
8411,CCR5,CCL3
8412,CCR5,IL10
8413,DBN1,CXCR4
8414,FGFR4,GRB2
8415,FGFR4,FGFR3
8416,FGFR4,HRAS
8417,FGFR4,FGFR2
8418,FGFR4,NRAS
8419,FGFR4,NCAM1
8420,FGFR4,FGF5
8421,FGFR4,KL
8422,FGFR4,FGF8
8423,FGFR4,FGF9
8424,FGFR4,FGF21
8425,CYP11B1,AKR1C1
8426,FGFR4,FGF3
8427,CYP11B1,SRD5A2
8428,CYP11B1,CYP11B2
8429,CYP11B1,HSD3B2
8430,CYP11B1,AKR1C3
8431,CYP11B1,HSD11B2
8432,CYP11B1,HSD11B1
8433,CYP11B1,CYP17A1
8434,CYP11B1,CYP19A1
8435,CYP11B1,HSD3B1
8436,GRIN2C,GRIN2B
8437,GRIN2C,ERBB4
8438,GRIN2C,GRIN2A
8439,GRIN2C,GRIN3A
8440,GRIN2C,NRG1
8441,GRIN2C,SRC
8442,GRIN2C,DLG4
8443,GRIN2C,GRIA2
8444,BAX,BCL2L11
8445,BAX,TP73
8446,BAX,BID
8447,BAX,MAPK8
8448,BAX,BCL2L1
8449,BAX,APAF1
8450,BAX,TP53BP2
8451,BAX,MCL1
8452,BAX,NTRK3
8453,BAX,RUNX2
8454,STAT5B,IL15
8455,STAT5B,IL4R
8456,BAX,BCL2
8457,BAX,BAK1
8458,STAT5B,FGFR3
8459,STAT5B,IL2RA
8460,STAT5B,PIM1
8461,STAT5B,PDGFB
8462,STAT5B,JAK2
8463,STAT5B,IL7R
8464,STAT5B,ABL1
8465,STAT5B,FYN
8466,STAT5B,TYK2
8467,STAT5B,BCR
8468,STAT5B,CDKN1A
8469,STAT5B,CSF2RA
8470,STAT5B,CXCR4
8471,STAT5B,STAT1
8472,STAT5B,ERBB4
8473,STAT5B,SOCS1
8474,STAT5B,CSF2
8475,STAT5B,PTK2B
8476,STAT5B,PTPN6
8477,STAT5B,FAS
8478,STAT5B,PTPN11
8479,STAT5B,FOS
8480,STAT5B,HDAC1
8481,STAT5B,GHR
8482,STAT5B,PTPN1
8483,STAT5B,SOCS2
8484,STAT5B,MPL
8485,STAT5B,PCNA
8486,STAT5B,SYK
8487,STAT5B,BCL2L1
8488,STAT5B,IL22
8489,STAT5B,EZH2
8490,STAT5B,PRKCB
8491,STAT5B,CXCL12
8492,STAT5B,IL3RA
8493,STAT5B,ANGPT2
8494,STAT5B,IL3
8495,STAT5B,CUX1
8496,STAT5B,NRG1
8497,STAT5B,CISH
8498,STAT5B,IL2RG
8499,STAT5B,PRLR
8500,STAT5B,SRC
8501,STAT5B,CSF2RB
8502,STAT5B,PTPN2
8503,STAT5B,GH1
8504,STAT5B,STAT5A
8505,STAT5B,SOCS3
8506,STAT5B,FASLG
8507,STAT5B,PRKCA
8508,STAT5B,PRL
8509,HCRT,HLA-DQA1
8510,HCRT,NPY
8511,HCRT,GHRL
8512,HCRT,HCRTR1
8513,SHANK1,HOMER2
8514,SHANK1,DLGAP1
8515,SHANK1,GRM5
8516,SHANK1,DLGAP2
8517,SHANK1,HOMER1
8518,SHANK1,DLG4
8519,LRP5,TGM2
8520,TNFSF12,CASP3
8521,TNFSF12,BID
8522,LRP5,PPP2R5C
8523,LRP5,AXIN2
8524,TNFSF12,CASP8
8525,TNFSF12,CD163
8526,LRP5,CTNNA1
8527,LRP5,FZD2
8528,LRP5,CTNNB1
8529,LRP5,CTNND1
8530,LRP5,SOS 1
8531,LRP5,GSK3B
8532,LRP5,FZD3
8533,LRP5,WNT10B
8534,LRP5,WNT8A
8535,LRP5,NDP
8536,LRP5,KREMEN1
8537,TAL1,HDAC1
8538,TAL1,TCF4
8539,TAL1,KDM1A
8540,TAL1,MYB
8541,TAL1,RUNX1
8542,TAL1,GATA3
8543,PDPN,PTPN11
8544,PDPN,CD9
8545,PDPN,EZR
8546,PDPN,CD44
8547,PDPN,PTPN6
8548,VCAM1,ITGAX
8549,VCAM1,CYBB
8550,VCAM1,IL13
8551,VCAM1,ITGB2
8552,VCAM1,FN1
8553,VCAM1,NCF2
8554,VCAM1,ITGAM
8555,VCAM1,SELE
8556,VCAM1,EZR
8557,VCAM1,PTK2B
8558,VCAM1,TNF
8559,VCAM1,CD44
8560,VCAM1,CXCL12
8561,VCAM1,SRC
8562,VCAM1,ITGAL
8563,VCAM1,PTK2
8564,VCAM1,ITGB1
8565,VCAM1,ITGA4
8566,LHCGR,ARRB2
8567,LHCGR,GNAS
8568,REL,CREB1
8569,REL,RELA
8570,REL,CD40
8571,REL,NFKB2
8572,REL,IKBKB
8573,REL,TBK1
8574,REL,NOD2
8575,LRRTM1,NRXN1
8576,REL,IKBKG
8577,LRRTM1,NRXN3
8578,KCNJ3,KCNJ5
8579,NEUROD1,TCF4
8580,HPGDS,GRB2
8581,HPGDS,CDC42
8582,HPGDS,RHOA
8583,HPGDS,PTGS1
8584,HPGDS,PTGES3
8585,HPGDS,MYC
8586,HPGDS,AKR1C3
8587,HPGDS,PTGS2
8588,HPGDS,GSTO1
8589,HPGDS,PTGDS
8590,CDC42EP3,SEPTIN7
8591,TGFA,HRAS
8592,TGFA,NCOA1
8593,TGFA,SCFD1
8594,TGFA,TFAP2A
8595,TGFA,NRAS
8596,TGFA,NCOA3
8597,TGFA,FOS
8598,GABRB1,GABRA1
8599,GABRB1,GABRB3
8600,CLDN1,OCLN
8601,CCKAR,GAST
8602,CCKAR,CCK
8603,MITF,IL6R
8604,MITF,CREB1
8605,MITF,IL6
8606,MITF,SMARCA4
8607,MITF,TYRP1
8608,MITF,IL6ST
8609,MITF,TFE3
8610,MITF,BCL2
8611,IGFBP7,IGF1
8612,IGFBP7,JUN
8613,IGFBP7,FOS
8614,IGFBP7,INS
8615,STK36,SUFU
8616,STK36,GLI2
8617,STK36,GLI3
8618,IHH,PTCH2
8619,IHH,GLI2
8620,IHH,BOC
8621,IHH,HHIP
8622,IHH,CDON
8623,IHH,HHAT
8624,IHH,RUNX2
8625,IHH,PTCH1
8626,IHH,PTHLH
8627,TRAT1,CD8A
8628,TRAT1,CD3E
8629,TRAT1,SYK
8630,NKX6-1,PDX1
8631,ALB,FN1
8632,ALB,GCG
8633,ALB,SHBG
8634,ALB,HP
8635,ALB,B2M
8636,ALB,A2M
8637,ALB,ACTB
8638,ALB,SERPINA1
8639,ALB,INS
8640,ALB,CAV1
8641,ALB,POMC
8642,ALB,DPP4
8643,ALB,F2
8644,SYN1,SYN3
8645,SYN1,DLG4
8646,SYN1,SYN2
8647,CXCL3,CXCR2
8648,CXCL3,CXCL2
8649,CXCL3,CXCL1
8650,PPBP,CXCR2
8651,UCN,CRHR2
8652,UCN,CRHR1
8653,UCN,GHRL
8654,UCN,UCN3
8655,CCR1,CCL8
8656,CCR1,IL10
8657,CCR1,CCL3
8658,CCR1,CXCL10
8659,CCR1,CCL16
8660,CCR1,CCL4
8661,CCR1,CCL4L2
8662,CCR1,TNFRSF1B
8663,CCR1,CCL5
8664,CAMP,P2RX7
8665,NDST3,SDC4
8666,NDST3,HSPG2
8667,ANXA5,WDR1
8668,ANXA5,ACTG1
8669,ANXA5,TTN
8670,ANXA5,FLNA
8671,ANXA5,TAGLN2
8672,ANXA5,CASP3
8673,ANXA5,ACTB
8674,GUCY1A1,PRKG1
8675,GUCY1A1,NUDT2
8676,GRIA2,PRKCB
8677,GRIA2,DLG2
8678,GRIA2,MECP2
8679,GRIA2,KIF5A
8680,GRIA2,DLG1
8681,GRIA2,GRIA1
8682,GRIA2,CACNG2
8683,GRIA2,DLG4
8684,GRIA2,GRIA3
8685,GRIA2,PRKCA
8686,GRIA2,DLG3
8687,GRIA2,CAMK2A
8688,GRIA2,CTNNB1
8689,GRIA2,CAMK2B
8690,GRIA2,CTNND1
8691,GRIA2,HDAC2
8692,GRIA2,CTNNA1
8693,GRIA2,NEFL
8694,GRIA2,GRIN2A
8695,GRIA2,CAMK2G
8696,GRIA2,CAMK2D
8697,GRIA2,HDAC1
8698,GRIA2,PICK1
8699,GRIA2,GRIN2B
8700,IL15,STAT5A
8701,IL15,IL2RG
8702,IL15,IL2RA
8703,IL15,IL7R
8704,HHIP,PTCH1
8705,ITGA2,MET
8706,ITGA2,ITGB2
8707,ITGA2,LAMA2
8708,ITGA2,CD28
8709,ITGA2,FN1
8710,ITGA2,LAMA1
8711,ITGA2,ITGB3
8712,ITGA2,COL4A2
8713,ITGA2,COL7A1
8714,ITGA2,CTLA4
8715,ITGA2,ITGB1
8716,ITGA2,ITGAL
8717,ITGA2,COL3A1
8718,ITGA2,HSPG2
8719,ITGA2,ITGA8
8720,ITGA2,PTK2
8721,ITGA2,COL2A1
8722,ITGA2,COL11A1
8723,ITGA2,ITGA4
8724,ITGA2,COL11A2
8725,NDUFS4,ND4
8726,NDUFS4,ND5
8727,NDUFS4,NDUFV1
8728,NDUFS4,ND6
8729,NDUFS4,NDUFV2
8730,NDUFS4,NDUFS1
8731,NDUFS4,SDHC
8732,NDUFS4,SDHB
8733,SPINK1,PRSS1
8734,CARTPT,LEP
8735,UBLCP1,PSMD6
8736,UBLCP1,PSMD12
8737,TLR3,IRF7
8738,TLR3,SRC
8739,TLR3,IFNB1
8740,TLR3,MYD88
8741,TLR3,BIRC2
8742,TLR3,DDX58
8743,TLR3,CASP8
8744,TLR3,TRAF3
8745,TLR3,TBK1
8746,TLR3,IRAK1
8747,TLR3,TRAF6
8748,TNFRSF21,PPARA
8749,TNFRSF21,MED1
8750,TNFRSF21,NCOA2
8751,TNFRSF21,NCOA6
8752,TNFRSF21,NCOA1
8753,TNFRSF21,CARM1
8754,IL3,PRKACA
8755,IL3,CSF2
8756,IL3,IL6
8757,IL3,JAK2
8758,IL3,IL3RA
8759,IL3,PTPN6
8760,IL3,RUNX1
8761,IL3,CSF2RB
8762,IL3,MPL
8763,IL3,PIK3R1
8764,IL3,CSF2RA
8765,CSF2,GRB2
8766,IL3,YWHAZ
8767,IL3,GRB2
8768,IL3,PTPN11
8769,IL3,STAT5A
8770,CSF2,CSF2RA
8771,CSF2,CCL4
8772,CSF2,ITGB1
8773,CSF2,IL12A
8774,CSF2,PIK3R1
8775,CSF2,STAT1
8776,CSF2,IL3RA
8777,CSF2,IL6
8778,CSF2,CXCL8
8779,CSF2,JAK2
8780,CSF2,HRAS
8781,CSF2,NRAS
8782,CSF2,STAT5A
8783,CSF2,PTPN11
8784,CSF2,YWHAZ
8785,CSF2,CCL5
8786,CSF2,PRKACA
8787,CSF2,CXCL1
8788,CSF2,CCL3
8789,CSF2,CCL20
8790,CSF2,IL10
8791,CSF2,CXCL2
8792,CSF2,RUNX1
8793,CSF2,SYK
8794,CSF2,TNF
8795,CSF2,CSF2RB
8796,CSF2,IKBKB
8797,CSF2,CXCL10
8798,BMPER,BMP2
8799,HSPA9,HSP90AA1
8800,HSPA9,HSPA4
8801,HSPA9,STAT4
8802,HSPA9,BAG3
8803,HSPA9,LYRM4
8804,HSPA9,HSPA8
8805,HSPA9,BCS1L
8806,HSPA9,SNCA
8807,HSPA9,HSPD1
8808,HSPA9,BAG1
8809,HSPA9,HSPA12A
8810,FABP5,S100A7
8811,ADCY1,GNAS
8812,ADCY1,ADCY5
8813,ADCY1,EDN1
8814,ADCY1,EDNRA
8815,ADCY1,ADCY6
8816,ADCY1,ADCY7
8817,ADCY1,GNAL
8818,ADCY1,HRAS
8819,ADCY1,GNAI2
8820,ADCY1,CAP1
8821,RAD21,SMC1A
8822,RAD21,MYC
8823,RAD21,PLK1
8824,TNFRSF11B,TNFSF11
8825,DEFB1,BRD2
8826,DEFB1,DEFA5
8827,NOS3,CAV1
8828,NOS3,BDKRB2
8829,DEFB1,CCR6
8830,NOS3,ESR2
8831,NOS3,PRKACA
8832,NOS3,ACTB
8833,NOS3,HIF1A
8834,NOS3,GJA4
8835,NOS3,CALM1
8836,NOS3,ESR1
8837,NOS3,CAMK2B
8838,NOS3,AGTR1
8839,NOS3,AKT1
8840,NOS3,HSP90AA1
8841,NOS3,ARNT
8842,NOS3,JUN
8843,NOS3,CREB1
8844,NOS3,PTPN11
8845,NOS3,CAV3
8846,NOS3,VEGFA
8847,NOS3,GNAI2
8848,NOS3,PRKCD
8849,ALDH1A1,DHRS9
8850,ALDH1A1,CYP1A1
8851,ALDH1A1,CYP3A4
8852,ALDH1A1,CYP2S1
8853,ALDH1A1,CYP2A6
8854,ALDH1A1,CYP1A2
8855,ALDH1A1,CYP2B6
8856,KDM1B,BAP1
8857,KDM1B,H2AC20
8858,CFL2,ACTG1
8859,CFL2,ACTB
8860,INPPL1,PIK3CD
8861,INPPL1,INPP4B
8862,INPPL1,AKT1
8863,INPPL1,BCAR1
8864,INPPL1,MET
8865,INPPL1,EPHA2
8866,INPPL1,PTEN
8867,INPPL1,PIK3CG
8868,DNAAF2,DNAI2
8869,RXFP2,INSL3
8870,RXFP2,INS
8871,SLC18A2,TH
8872,SLC18A2,SLC17A8
8873,SLC18A2,SNCA
8874,TSC1,RPS6KA3
8875,TSC1,RPTOR
8876,TSC1,PLK1
8877,TSC1,MTOR
8878,TSC1,PTGES3
8879,TSC1,GSK3B
8880,TSC1,PSMG1
8881,TSC1,AKT2
8882,TSC1,EZR
8883,TSC1,AKT1
8884,TSC1,IKBKB
8885,TSC1,YWHAZ
8886,TSC1,DDIT4
8887,HPRT1,ENPP1
8888,HPRT1,XDH
8889,HPRT1,ADSS1
8890,HPRT1,APRT
8891,HPRT1,ADSS2
8892,LRRK2,MAPT
8893,LRRK2,RPS15
8894,LRRK2,HIF1A
8895,LRRK2,SNCA
8896,LRRK2,HSPA8
8897,LRRK2,ARHGEF7
8898,LRRK2,PINK1
8899,LRRK2,CDC42
8900,LRRK2,YWHAZ
8901,LRRK2,MBP
8902,LRRK2,PRKN
8903,LRRK2,HSP90AA1
8904,LRRK2,VPS35
8905,LIPC,LDLR
8906,LIPC,LPL
8907,VPS35,IGF2R
8908,VPS35,PRKN
8909,VPS35,PINK1
8910,VPS35,VPS26A
8911,AVPR1A,AVP
8912,COPS2,GRB2
8913,COPS2,CUL2
8914,COPS2,HDAC1
8915,COPS2,CUL4A
8916,COPS2,GPS1
8917,COPS2,ACTB
8918,COPS2,PSMD6
8919,RAG1,RAG2
8920,RAG1,FOXO1
8921,CLEC4E,SYK
8922,CLEC4E,FYN
8923,RRAD,CHD4
8924,MC4R,LCN2
8925,MC4R,NPY
8926,MC4R,POMC
8927,MC4R,LEP
8928,MMP3,PRKCA
8929,MMP3,VEGFA
8930,MMP3,IL10
8931,MMP3,BDNF
8932,MMP3,PRSS1
8933,MMP3,MMP9
8934,MMP3,IL17A
8935,MMP3,SPP1
8936,MMP3,POMC
8937,MMP3,PLG
8938,MMP3,HSPG2
8939,MMP3,LCN2
8940,MMP3,CTNNA1
8941,MMP3,CTNND1
8942,MMP3,ACAN
8943,MMP3,IL6
8944,MMP3,SAA1
8945,MMP3,MMP1
8946,MMP3,CTNNB1
